Édouard,"Da Costa",Reims,France,2017,PHP
Valentine,Charrier,Reims,France,2018,PHP
Jules,Lelievre,Reims,France,2018,PHP
Thibaut,Devaux,Reims,France,2018,PHP
Jacqueline,Teixeira,Reims,France,2018,PHP
Céline,Lefort,Reims,France,2018,PHP
Alain,Guillon,Reims,France,2018,PHP
Astrid,Gilles,Reims,France,2018,PHP
Victoire,Ramos,Reims,France,2018,PHP
Gilles,Petit,Reims,France,2018,PHP
Victoire,Grondin,Reims,France,2019,PHP
Simone,"De Sousa",Reims,France,2019,PHP
Raymond,Renaud,Reims,France,2019,PHP
Bertrand,Mary,Reims,France,2019,PHP
Jean,Pottier,Reims,France,2019,PHP
Philippe,Ribeiro,Reims,France,2019,PHP
Émile,Perret,Reims,France,2019,PHP
Paul,Lemoine,Strasbourg,France,2017,PHP
Suzanne,Roy,Strasbourg,France,2017,PHP
Luc,Bernier,Strasbourg,France,2017,PHP
Michelle,Carre,Strasbourg,France,2017,PHP
Michèle,Pottier,Strasbourg,France,2017,PHP
Élisabeth,Raymond,Strasbourg,France,2017,PHP
Arthur,Vidal,Strasbourg,France,2017,PHP
René,Devaux,Strasbourg,France,2017,PHP
Paul,Collin,Strasbourg,France,2017,PHP
Célina,Petit,Strasbourg,France,2017,PHP
Agathe,Bazin,Strasbourg,France,2017,PHP
Noël,Auger,Strasbourg,France,2017,PHP
Pauline,Albert,Strasbourg,France,2018,PHP
Roland,Brun,Strasbourg,France,2018,PHP
Sophie,Garcia,Strasbourg,France,2018,PHP
Marthe,Paris,Strasbourg,France,2018,PHP
Robert,Besnard,Strasbourg,France,2018,PHP
Sébastien,Normand,Strasbourg,France,2018,PHP
Alain,Ollivier,Strasbourg,France,2018,PHP
Nicolas,Marchand,Strasbourg,France,2018,PHP
Gilbert,Thierry,Strasbourg,France,2018,PHP
Louise,Guillot,Strasbourg,France,2018,PHP
Éric,Parent,Strasbourg,France,2018,PHP
Nicolas,Guyon,Strasbourg,France,2019,PHP
Manon,Clement,Strasbourg,France,2019,PHP
Émile,Dumas,Strasbourg,France,2019,PHP
Henri,Carlier,Strasbourg,France,2019,PHP
Dominique,"Da Silva",Strasbourg,France,2019,PHP
Yves,Blin,Strasbourg,France,2019,PHP
David,Dupuis,Strasbourg,France,2019,PHP
Alphonse,Dumont,Toulouse,France,2017,PHP
Alphonse,Fischer,Toulouse,France,2017,PHP
Julien,Ollivier,Toulouse,France,2017,PHP
Virginie,Gillet,Toulouse,France,2017,PHP
Anastasie,Boulanger,Toulouse,France,2017,PHP
Léon,Jacques,Toulouse,France,2017,PHP
Josette,Martin,Toulouse,France,2018,PHP
Michelle,Texier,Toulouse,France,2018,PHP
Adrienne,Gallet,Toulouse,France,2018,PHP
Noël,Meunier,Toulouse,France,2018,PHP
Manon,Turpin,Toulouse,France,2018,PHP
Matthieu,Gaudin,Toulouse,France,2018,PHP
Adrien,Pineau,Toulouse,France,2018,PHP
Raymond,Perret,Toulouse,France,2018,PHP
Noémi,Carre,Toulouse,France,2018,PHP
Isabelle,Pires,Toulouse,France,2018,PHP
Susanne,Lucas,Toulouse,France,2019,PHP
Roger,Garcia,Toulouse,France,2019,PHP
Isaac,Martineau,Toulouse,France,2019,PHP
Éléonore,Laroche,Toulouse,France,2019,PHP
Marguerite,Bertin,Toulouse,France,2019,PHP
Odette,Carlier,Toulouse,France,2019,PHP
Joseph,Rodriguez,Toulouse,France,2019,PHP
Camille,Raymond,Toulouse,France,2019,PHP
Anastasie,Roux,Toulouse,France,2019,PHP
Richard,Rodrigues,Toulouse,France,2019,PHP
Gabriel,Fabre,Tours,France,2017,PHP
Rémy,Fontaine,Tours,France,2017,PHP
François,Dupont,Tours,France,2017,PHP
Emmanuelle,Olivier,Tours,France,2017,PHP
Laure,Costa,Tours,France,2017,PHP
Éric,Faure,Tours,France,2018,PHP
Paulette,"Le Roux",Tours,France,2018,PHP
Nicole,Marion,Tours,France,2018,PHP
Auguste,Riou,Tours,France,2018,PHP
Alexandre,Auger,Tours,France,2018,PHP
Maggie,Riou,Tours,France,2018,PHP
Émile,Perez,Tours,France,2018,PHP
Victor,Ferrand,Tours,France,2018,PHP
Julie,Perez,Tours,France,2019,PHP
Zoé,Vasseur,Tours,France,2019,PHP
Anaïs,Lebon,Tours,France,2019,PHP
Henri,Riviere,Tours,France,2019,PHP
Françoise,Godard,Tours,France,2019,PHP
